Id,Username,Age,Skin_Description,Date,Rating,Review
78,saphirasukmaazizah,18 and Under,"Dry, Dark, Neutral",07 Dec 2024,5,"Pondâs memiliki berbagai varian yang dirancang untuk kebutuhan kulit yang berbeda, seperti kulit berminyak, berjerawat, kusam, hingga kombinasi. Produk ini mengandung bahan aktif seperti Activated Charcoal, Vitamin B3, Thymo-T Essence, dan lainnya yang bekerja untuk membersihkan kotoran secara menyeluruh, mengurangi minyak berlebih, dan merawat kulit agar tampak lebih cerah. Selain itu, Pondâs juga menawarkan perlindungan terhadap polusi dan membantu mengatasi jerawat dengan formula yang lembut di kulit."
79,zahra2323,19 - 24,"Normal, Light, Cool",07 Dec 2024,5,"Aku pake micerall water ini udh cukup lumayan lama, fungsinya buat menghapus make up hanya dengan 1 usapan, membersihkan kotoran, polusi dan sunscreen, menyamarkan pori pori dan menjaga kelembutan kulit, pokonya suka banget sama micerall water ini guys,, kalian wajib cobain deh ..."
80,nadinputrimawardi,19 - 24,"Normal, Medium Light, Cool",06 Dec 2024,5,"Micellar water Pond's dikenal sebagai pembersih wajah yang efektif dan lembut. Produk ini mampu mengangkat kotoran, makeup, dan minyak berlebih tanpa perlu dibilas, menjadikannya praktis untuk digunakan. Mengandung vitamin dan formula yang melembapkan, sehingga cocok untuk kulit sensitif sekalipun. Namun, untuk makeup waterproof, mungkin perlu beberapa kali usapan agar bersih sempurna."
81,ansigrx,25 - 29,"Oily, Light, Neutral",06 Dec 2024,5,"Sejauh ini micellar water dari ponds yang paling nampol,after pemekaiannya ga bikin lengket di muka,sekali usap langsung hilang seketika, ringan banget dan juga harganya murah meriah, ini udh pemekaiannya yang ke 3 kalinya dan selalu cocok"
82,naila20,19 - 24,"Combination, Medium Dark, Neutral",06 Dec 2024,5,"Awalnya agak skeptis sama ponds krn sempet gacocok sama salah satu produknya krn kulitku kan sensitive skin, eh pas coba micellarnya ternyata aman bgt gaadabreakout akhirnya pake sampe skrg dann bener2 ngangkat make up membandel! Sukakkk gatau deh udah botol ke berapa krn secinta itu"
83,Alika02,25 - 29,"Normal, Medium Light, Neutral",06 Dec 2024,5,"Bagusss banget coverage, coba deh lembut cerah ridak perih di mata, bagus banget wajib coba jangan beli yang lain, harga murah bgt, Bagusss banget coverage, coba deh lembut cerah ridak perih di mata, bagus banget wajib coba jangan beli yang lain, harga murah bgt,"
84,Cecilya_30,19 - 24,"Oily, Medium Light, Neutral",06 Dec 2024,5,"Sekali usap sisa make up langsung hilang, baunya ga menyengat, tekstur kulit tetap halus, gak perih di mata, gaada sensasi perih di kulit dan micellar water ini juga mempunyai klaim yang dapat mencerahkan kulit, serta harga yang ramah di kantong pelajar"
85,Royana,30 - 34,"Normal, Medium, Neutral",06 Dec 2024,5,"Teksturnya ringan, mudah dipakai, tidak panas .saya sangat suka. untuk age miracle night serum akan saya pertimbangkan. karena kebanyakan wanita ingin serum tersebut langsung berasa meresap dikulit secara cepat.Enak dipakai..bagus bgt deh"
86,Shabisukma,19 - 24,"Oily, Medium, Neutral",06 Dec 2024,5,"Bagus banget deh produk nya, beneran bisa ngilangin make up dempul, trs juga isinya full, ga bikin merah, ga bikin jerawat, dan suka ada promo di Shopee udh gtu botolnya gede bgt tau, jdi sebulan ccukup puas make ini, intinya bagus poll deh ga nyesel beli"
87,Peopleping,19 - 24,"Combination, Medium, Neutral",06 Dec 2024,5,"Mampu membantu menghapus make up untuk sehari hari , tidak lengket di kulit , membuat wajah lebih halus , mudah di beli di minimarket terdekat , sangat membantu memudahkan menghapus make up , banyak di gunakan beauties indonesia , top banget"
88,rasyadisty,19 - 24,"Combination, Medium Light, Warm",06 Dec 2024,5,sangat bagus untuk membersihkan muka dari make up atau pun debu dan juga untuk double cleansing sangat recommend untuk dibeli harga murah dan bisa di dapatkan di mana mana bisa untuk sensitive skin juga untuk kulit normal harga murah jadi sangat recommend
89,dinanurdiana,30 - 34,"Combination, Medium Light, Neutral",06 Dec 2024,5,"Ponds sangat bagus untuk kulit wajah ,produk andalan dari jama sekolah , worthed ,mudah di dapaptkan dimana mana.okkkkkkkkkkkkkkkkkkkk bgtttttttttt sekaliiiiiii topppppp bgtttt cherrsssss ,n fuunnnn thank youuuu jxb unileverrrrr"
90,ayuyuningsih,18 and Under,"Combination, Medium, Neutral",06 Dec 2024,5,"aku memakai ini untuk double cleansin, worth it bngt untuk kalian pemula dan mau coba ini boleh coba dulu dengan kemasan yang kecil terlebih dahalu. dengan harga 11rb sudah bisa membersihkan muka dengan maksimal menurut aku ga bikin perih juga worth itt aku yg pelajar"
91,AmeliaCarter,40 - 44,"Normal, Medium, Neutral",06 Dec 2024,5,"Ponds Micellar water ini bagus bgt dipake ,kotoran dimuka langsung hilang di usap sekali juga udah nempel . Harganyanya termasuk murah , kemasan cantik dan eye catching , dan kulit kmu akan kenyal setelah pakai ini"
92,risaalissa,25 - 29,"Oily, Medium Light, Neutral",06 Dec 2024,5,"Micellar water ternyaman dan cocok di wajah ku. Mudah didapatkan, nyaman untuk menghapus make-up sehari hari. Udah gitu ga bikin perih dimata. Aku suka pake banget produk Ponds ini. Cari nya juga gampang dimana mana ada yang jual. The best"
93,julia88,25 - 29,"Oily, Medium Light, Neutral",06 Dec 2024,5,"Dari dulu selalu suka sama Produk-produknya Pond's karena selalu bikin make up langsung luntur seketika, dan wangi aromannya enak bangetttt, lembut dan gak rasanya juga gampang banget pengaplikasiannya. Setelahnya bikin muka jadi bersih dan fresh"
94,elandra,19 - 24,"Combination, Medium, Neutral",06 Dec 2024,5,"mengangkat kotoran wajah dengan cepat, ringan dan mufah diaplikasikan diwajah , tidak membuat iritasi dan tidak meninggalkan luka apapun dowajah kita . jangan lupa pake ponds karna adaTZUYU TWICE ! cantik paripurna manjalitaaa biar kaya tzuyu"
95,nandaanaaaa,18 and Under,"Normal, Medium Dark, Warm",06 Dec 2024,4,"Pondâs Vitamin Micellar Water merupakan salah satu produk pembersih wajah yang cukup populer. Produk ini dikenal memiliki formula lembut yang cocok untuk semua jenis kulit, termasuk kulit sensitif. Dengan kandungan vitamin dan bahan alami seperti aloe vera atau rose water (tergantung variannya), micellar water ini tidak hanya membersihkan kotoran dan makeup, tetapi juga memberikan efek menenangkan serta melembapkan kulit. Selain itu, produk ini tidak mengandung alkohol, sehingga tidak membuat kulit terasa kering atau iritasi setelah digunakan. Namun, meskipun efektif untuk membersihkan makeup sehari-hari, micellar water ini kurang maksimal dalam menghapus makeup waterproof. Dari segi harga, Pondâs Vitamin Micellar Water tergolong terjangkau, sehingga menjadi pilihan yang baik untuk pembersih wajah sehari-hari."
96,yuli26,25 - 29,"Normal, Light, Neutral",06 Dec 2024,5,"produknya bagus, kulit jadi tidak kering, dan hasilnya juga bagus sedikit agak memutih, cocok diwajah saya yang kering ini, tidak mudah jerawat dan tidak cepat kering, jadi rajin banget pake produk ini karna hasilnya tidak mengecewakan"
97,mldhzhra,19 - 24,"Combination, Medium, Warm",06 Dec 2024,5,aku suka bngt pake miceller water ini karna bisa ngengakat make up banget dan bisa mengangkat dosa dosa ku juga wahhv banget bukan hahah aku ulsuka bngt pake sunscreen ini bagus dan ocok untuk kulit aku suka bngt pokonya mahh pake baget banget
98,eriska21,19 - 24,"Dry, Medium Light, Neutral",06 Dec 2024,5,"Bagus banget untuk kulit aku, kulit aku tipekal kulit yang kering memakai ini jadi terlihat lebih lembab dan sehat. Kalian harus coba pakai ini karna ini bagus banget sih semua kotoran jadi terangkat dan kulit jadi lebih fresh dan segar pokoknya"
99,xenaanggale,19 - 24,"Combination, Medium Dark, Neutral",06 Dec 2024,5,"Untuk bersihin muka abis pake make up aku biasanya pake micellar water dari pond dari yang biasa sampe yang ini juga aku coba pake , cocok cocok aja sih dan untuk harganya juga terjangkau jadi ya mau beli lagi dan beli lagi pokoknya pake Pond's ajaa wowkwk"
100,hivin18,25 - 29,"Combination, Medium Light, Neutral",06 Dec 2024,5,Bagus banget micelllar waternya apalagi ada kandungan niacinamide dan vitamin b3 yang bagus buat mencerahkan kulit setiap usapannya mampu membersihkan make up debu polusi udara yang bikin wajah terlihat kusam kandungan dimicellar water ini mampu membuat wajah terlihat glowing dan sehat
101,karencantik,40 - 44,"Normal, Medium Light, Neutral",06 Dec 2024,5,"Lihat produk ini dari salah satu influencer di social media, pas nyoba ternyata nyaman banget digunakan, sangat mengangkat kotoran dan menjdu sangat bersih, ringan di kulit. Harga juga terjangkau dan bisa ditemukan dimana mana, sangat recommended"
102,Renafhatridani07,30 - 34,"Oily, Medium Light, Neutral",06 Dec 2024,5,"Micellar water oil control ponds activated charcoalSudah repeated order dengan produk ini karena cocok di wajah saya yang cenderung berminyak, mengangkat segala kotoran di wajah dan leher dengan baik kulit terasa lembab setelah pemakaian, wangi nya juga enak"
103,rezauliaaa,19 - 24,"Dry, Medium Light, Neutral",06 Dec 2024,5,"Brightening micellar miracle water Ponds bagus banget buat bersihin makeup, bener bener langsung bersih, sekali usap langsung keapus makeupnya , juga harganya terjangkau banget aku sebagai kaum mendang mending jadi beralih ke ponds ini"
104,Lovedhe87,35 - 39,"Normal, Light, Cool",06 Dec 2024,5,"Produk baik kualitas baik sesuai untuk semua jenis kulit, mudah di beli dimana saja baik online maupun offline. Dan juga sangat cocok untuk wajah saya. Temen temen harus coba produk ini san juga harus memakainya. Harganya pun sangag terjangkau"
105,adindanrhl,18 and Under,"Normal, Medium Dark, Neutral",06 Dec 2024,5,"**Review: Somethinc Niacinamide + Moisture Beet Serum** Somethinc Niacinamide + Moisture Beet Serum adalah produk andalan untuk kalian yang ingin kulit tampak lebih cerah dan lembap. Dengan kandungan niacinamide 10% dan ekstrak beetroot, serum ini bekerja secara efektif mengatasi noda hitam, meratakan warna kulit, sekaligus memberikan hidrasi yang tahan lama. Teksturnya ringan, cepat meresap, dan tidak meninggalkan rasa lengket, sehingga cocok untuk digunakan pagi maupun malam hari. Selain itu, serum ini juga diformulasikan tanpa alkohol dan fragrance, menjadikannya aman untuk kulit sensitif. Setelah penggunaan rutin selama dua minggu, kulit terasa lebih halus, kenyal, dan terlihat glowing sehat. Kelebihan lainnya adalah kemasan yang praktis dengan pipet, memudahkan pengambilan produk tanpa khawatir tumpah. Dari segi harga, produk ini cukup terjangkau untuk kualitas yang ditawarkan, sehingga cocok untuk kalian yang mencari serum multifungsi tanpa menguras kantong. Namun, untuk kulit yang sangat kering, serum ini mungkin perlu dipadukan dengan pelembap tambahan agar hasilnya maksimal. Secara keseluruhan, Somethinc Niacinamide + Moisture Beet Serum adalah pilihan tepat untuk memperbaiki tekstur dan mencerahkan kulit tanpa ribet. **Rating: 4.8/5** Apakah kalian sudah mencobanya?"
106,Zarahkrs,19 - 24,"Oily, Medium, Warm",06 Dec 2024,5,Number one buat dipake pas pulang kerja wkwk super bersih bisa membantu menghilangkan polusi polusi nakal! Ga bikin perih mata juga sih so far. Dan ga ada wfek bikin plumpy or anything else cuma untuk membersihkan aja emang. Tapi bersihnya berasaaa
107,Zahfa,19 - 24,"Oily, Medium, Neutral",06 Dec 2024,5,"Juga menjadi salah satu micellar water yang aku sering pakee, apalagi ada mini size nya yang gampang di bawa kemana mana, suka pakai ini karena engga bikin muka perih tapi menurut ku sih kurang ngangkat make up tebel, jadi harus di pakai berkali kali baru bersih"
108,shafirafadhila,19 - 24,"Combination, Medium Light, Neutral",05 Dec 2024,5,"Mencoba micellar water baru dari Ponds. Teksturnya ringan light, mudah meresap ke kapas jadi gaperlu tuang banyak2 dan surprisingly ini bisa ngangkat debu dengan maksimal. Wajahku rasanya bersih seger banget pake ini. Belum dicoba buat makeup yang sangat waterproof"
109,aldira90,35 - 39,"Oily, Medium, Warm",05 Dec 2024,5,"Suka banget sama micellar water ini, karena bisa membersihkan makeup sampe bersih. Selain itu ini jadi andalanku banget saat travelling, muka jadi selalu bersih ga berminyak walaupun ga cuci muka pake facial wash. Micellar water ini juga ga bikin iritasi dan bikin kulit wajah jadi lembut."
110,Ayutika68,30 - 34,"Oily, Light, Neutral",05 Dec 2024,5,"Baru coba selama 1 Minggu,tetapi memang saat memakainya membuat wajah menjadi segar dan juga halus. Produk ini dapat dengan mudah mengangkat make up sehingga membuat wajah menjadi glowing,cerah dan tidak kusam"
111,Renidewi525,19 - 24,"Dry, Medium, Warm",05 Dec 2024,5,Aku pake oroduck pond yang buat cuci muka produck nya baguuuus bangggeedet mukaku jadi bersiiih sekaliiiAku pake produck ini udah lamaaa sekaliiiAnak anakku juga pada pakePokoknya di rumahku semua pada pake produck ponds yg bisa mengangkat debu dimuka
112,Itapuri_mamamecca,30 - 34,"Normal, Medium, Cool",05 Dec 2024,5,"Review & Komentar Galeri PengujiPOND'S Vitamin Micellar Water Brightening Rose 4,8 dari 496Review & Komentarï¿¼Berikan reviewMicellar Water dengan varian Brightening Rose memiliki kandungan Vitamin C dan 100% organic Natural French Roses untuk membersihkan 99% makeupmu, bersihkan kotoran & residu, serta mencerahkan kulit dengan 5x brightening action."
113,susyane,45 and Above,",45 and Above",05 Dec 2024,4,"Membersih noda,debu,kotoran dan kosmetik byar bersih tanpa harus dicuci kembali bisa untuk menghapus makeup setiap hari dan menjaga kulit ttp bersih dan nyaman,bersihkan setiap hari sehabis bepergiandimanapun bisa digunakan kembali"
114,LusianaKusuma,25 - 29,"Normal, Medium Light, Neutral",05 Dec 2024,5,"bagus untuk menghapus makeup,saya suka pakenyaa ringan dikulit,kadang make up agak susah dihapus kalo pake yang lain tapi ini ga ringan sama sekali dan ada retinolnya,happy sekali suka bgt sama produknyað¥°apalagi ini cocok bgt buat saya"
115,NatashF,25 - 29,"Combination, Medium Dark, Warm",05 Dec 2024,5,Produknya bgus banget tapi sayang dimuka aku yang kombinasi ada rasa-rasa ketarik gitu kulit nya dan juga untuk harga nya cukup terjangkau ngk mahal ramah dikantong pelajar buat orang yang baru nyoba boleh juga mungkin aku ngk cocok sama tipe wajah aku nya
116,marriyaww,19 - 24,"Combination, Medium, Neutral",05 Dec 2024,5,"Micelar water yang membantu bersihin wajah dengan maksimal , recommend untuk yang kotoran yang membandel di wajah . Dan harga cukup ramah juga, dan hasil nya membantu mencerahkan juga. Bersih dengan maksimal . Cocok juga agar tidak kusam"
117,Indah0529,30 - 34,"Combination, Medium, Neutral",05 Dec 2024,5,"Micellar Water yg menyegarkan dengan kandungan 5Vitamin (A,B3,B5,C,E)dan100%Organic French Rose Extract yg kaya antioksidan.Kandungan micellar dapat mengangkat makeup, kotoran dan minyak berlebih dari pori-pori dengan lembut."
118,Dearisyaa,25 - 29,"Dry, Medium, Neutral",05 Dec 2024,5,"menggunakan produk ponds udah dari sd sampe skrg produknya bener2 bagus bgtttttttttttt, selalu pakai produk ponds dari brandingan baru sampai produk baru pokoknya ponds terbaikkkk bikin wajah semakin cerah. thankuuuu pondss love bgttt"
119,rifaldarisya,25 - 29,"Oily, Medium, Neutral",05 Dec 2024,5,"cocok dengan muka saya , sangat membersihkan wajah saya, harga terjangkau dan aman di kantong, menghilangkan bekas jerawat dan bruntusan, masalah kulit berminyak, komedo, dan kerutan di wajah. makin yg terbaik untuk kedepan nya â¦â¦â¦â¦.."
120,Ikha_rinuka,45 and Above,",45 and Above",05 Dec 2024,5,Produk membersih make up yang efesien dan praktis sangat bagus untuk menghilangkan sisa make up.Harga terjangkau .mudah di beli di mana saja.Kemasannya bagus dan ringan mudah di bawa kemana saja.Sering ada promo sehingga bisa stok.Aku rekomended dengan produk ini
121,Yatii95_,25 - 29,"Dry, Medium Dark, Warm",05 Dec 2024,5,Bagus bangetbuntuk pemakaian sehari-hari deh gak bikin iritasibramah banget pokoknya untuk kulitbsensitif ku yang suka rewel ini pokoknya recomended banget deh dipakainya kalian wajib coba juga sih gak akan nyesel deh beli disini. Hu
122,utyuthy,30 - 34,"Combination, Medium, Neutral",05 Dec 2024,5,"Dapet ini dari jxb setelah review produk dan dapet micellar ini. Sumpah ternyata sebagus itu. Aku baru coba, jadi sekarang pake ini karena udah cobain di jxb. Keterusan dan gak bikin jerawatan aku bakal rekomendasiin ini sih ke temen dan keluarga aku karen bagus"
123,tatihartati30,45 and Above,",45 and Above",05 Dec 2024,5,"Bagus produknya, cepat bersih, menyegarkan muka dan menyerahkan. Segar enak nyaman di kulit. Saya cocok produk Pond's terutama pembersih muka, tidak kasar di kulit dan membersihkan sampai ke pori pori mantap rekomendasi saya oke ponds"
